filename,width,height,class,xmin,ymin,xmax,ymax
erty-11-_png.rf.708850f8e2e6f876f04f2496844257a6.jpg,1920,1088,panda,667,295,1178,737
Screenshot-934-_png.rf.70ad9ceb68c7045a78b5a473da9b7a84.jpg,1920,1080,eagle,487,70,1398,1068
cvb-5-_png.rf.71a6209c1244941005a458eb85e9c249.jpg,1920,1088,panda,748,170,1265,932
cvb-5-_png.rf.71a6209c1244941005a458eb85e9c249.jpg,1920,1088,panda,1167,331,1557,755
dd-10-_PNG.rf.717e3d643bf4fc06ca903e2c8f4f9a29.jpg,2532,1170,polar-bear,613,296,1603,903
trert-20-_png.rf.7213c9ee38f5670c39e8067021431092.jpg,864,480,polar-bear,169,118,686,315
IMG_9211_PNG.rf.711c1be184c66135ee03551cfbf108d7.jpg,2532,1170,polar-bear,285,285,636,525
panda-35-_png.rf.70dfbe04c6878899a06d8fdaf2a09019.jpg,1920,1088,panda,960,265,1439,766
IMG_7708_png.rf.7206390b0e56960dee7d18c9c053baab.jpg,2532,1170,panda,903,235,1595,985
vvv-40-_png.rf.721540d990ef24ef8a8e78e4607ff857.jpg,1920,1080,eagle,309,404,1315,716
vvv-40-_png.rf.721540d990ef24ef8a8e78e4607ff857.jpg,1920,1080,eagle,1051,616,1328,806
Screenshot-899-_png.rf.7210e00b117385a8fe6df0d3604f259e.jpg,1920,1080,eagle,868,244,1367,983
eyey-106-_png.rf.71b6524e317a27c14fbfe516f1916ce4.jpg,864,480,polar-bear,247,147,480,297
IMG_9371_PNG.rf.715ea719b94d8d1063741f38c556750b.jpg,2532,1170,panda,1175,391,1350,673
fguuhg-416-_png.rf.71184a818a1e8397d82b3d0348da8538.jpg,1920,1088,panda,1363,347,1846,948
fguuhg-416-_png.rf.71184a818a1e8397d82b3d0348da8538.jpg,1920,1088,panda,313,551,886,858
fguuhg-101-_png.rf.71c7b67106fb9b65bdb3b6bc3edc99ae.jpg,1920,1088,panda,641,147,1038,601
fguuhg-101-_png.rf.71c7b67106fb9b65bdb3b6bc3edc99ae.jpg,1920,1088,panda,1073,343,1545,805
vv-172-_png.rf.718a560c91525d48ddb07bbeee1e362e.jpg,1920,1080,eagle,417,348,1356,858
Screenshot-889-_png.rf.7256fe98a754e2937e43e92546409887.jpg,1920,1080,eagle,761,451,1158,952
Screenshot-889-_png.rf.7256fe98a754e2937e43e92546409887.jpg,1920,1080,eagle,81,194,691,950
Screenshot-821-_png.rf.724ec6e1535e9170d5ffcfe399ab66a7.jpg,1920,1080,eagle,0,146,1206,953
Screenshot-821-_png.rf.724ec6e1535e9170d5ffcfe399ab66a7.jpg,1920,1080,eagle,1046,64,1159,158
wewe-255-_png.rf.728c408162be64c926e31988a5955de1.jpg,1920,1088,panda,311,477,1131,826
IMG_9729_PNG.rf.7265d0174a4a1f1779d71361a68969d8.jpg,2532,1170,polar-bear,248,256,1747,1170
vvv-323-_png.rf.728fe350c3813e2546fea165a3cd8f7a.jpg,1920,1080,eagle,725,221,1450,748
Screenshot-1033-_png.rf.71722c56453cc51e9613ed07102f8510.jpg,1920,1080,eagle,731,442,915,603
Screenshot-872-_png.rf.72edadfd996838314fde7cbd831c3f59.jpg,1920,1080,eagle,747,525,1186,878
v-48-_png.rf.731fe783f3ed4336d6dfe8e797c60497.jpg,1920,1080,eagle,365,232,1705,948
IMG_7498_png.rf.734b0434d9de38b622b03506df778046.jpg,2532,1170,eagle,473,298,1181,1111
IMG_7498_png.rf.734b0434d9de38b622b03506df778046.jpg,2532,1170,eagle,1211,358,1823,937
vvv-95-_png.rf.733f9cd73620d38d85ae7cac9e71d676.jpg,1920,1080,eagle,808,433,1061,642
IMG_9659_PNG.rf.739d782eac46f522f0b72b8e61112a42.jpg,2532,1170,polar-bear,1048,206,1893,867
Screenshot-1177-_png.rf.74413ff8ae24b327c6446dc181241b2f.jpg,1920,1080,eagle,756,173,1387,1080
IMG_8536_PNG.rf.735f759e070c5585f2f5b5d3fa21847d.jpg,2532,1170,polar-bear,995,92,1443,554
IMG_8536_PNG.rf.735f759e070c5585f2f5b5d3fa21847d.jpg,2532,1170,polar-bear,1103,568,1319,809
IMG_8536_PNG.rf.735f759e070c5585f2f5b5d3fa21847d.jpg,2532,1170,polar-bear,1351,573,1647,767
IMG_8759_PNG.rf.7316a7483a0b39cf2fef230b8815f57b.jpg,2532,1170,polar-bear,644,1,2305,1166
IMG_8348_PNG.rf.729ea4c2ce63bfb539f5bc31099ba144.jpg,2532,1170,polar-bear,817,407,1246,820
Screenshot-1021-_png.rf.740ace2f1f5de3cdd3979bd2abb11248.jpg,1920,1080,eagle,131,0,823,488
IMG_9754_PNG.rf.72e051bbfadcf859136a784ff41ddce9.jpg,2532,1170,polar-bear,640,246,1799,883
fdghg-329-_png.rf.7397d2b5cadf9a7df4b4bed1c27ad9b3.jpg,1280,720,panda,571,53,637,133
IMG_9581_PNG.rf.72af71f14583065ab77d9a3d862dfb9f.jpg,2532,1170,polar-bear,1006,560,1309,843
IMG_8368_PNG.rf.74804676fdd3f673d59fb6b0e71b2454.jpg,2532,1170,polar-bear,1692,389,2196,572
IMG_8368_PNG.rf.74804676fdd3f673d59fb6b0e71b2454.jpg,2532,1170,polar-bear,1049,703,1667,883
IMG_8368_PNG.rf.74804676fdd3f673d59fb6b0e71b2454.jpg,2532,1170,polar-bear,543,660,827,842
IMG_8368_PNG.rf.74804676fdd3f673d59fb6b0e71b2454.jpg,2532,1170,polar-bear,1438,451,1735,796
etrew-86-_png.rf.733d6ce964ead57817c75a62ed575b68.jpg,864,480,polar-bear,16,193,139,329
IMG_7625_png.rf.734b292e6bb3721d864b6b02a349b073.jpg,2532,1170,panda,1127,487,1486,946
v-40-_png.rf.738e29b5371734da5aee4738ba87a9f8.jpg,1920,1080,eagle,371,420,1383,838
fguuhg-300-_png.rf.7469abc999dddbf6d7d7e574b80123b1.jpg,1920,1088,panda,679,329,1108,583
fguuhg-300-_png.rf.7469abc999dddbf6d7d7e574b80123b1.jpg,1920,1088,panda,1133,443,1266,611
IMG_7685_png.rf.747be8090a171b92243e500662be09c1.jpg,2532,1170,panda,533,0,2153,1156
IMG_7684_png.rf.74641915db2d031e920b9786c8119b2c.jpg,2532,1170,panda,777,137,1836,1166
IMG_9755_PNG.rf.73f84a633bc867d4ba08665890d034d5.jpg,2532,1170,polar-bear,558,460,1691,1093
wewe-377-_png.rf.732f927582c21aa3310aaf9fc8285ff5.jpg,1920,1088,panda,616,268,1115,660
dfghg-71-_png.rf.742dd4f3b078add71f277c8e5891c8ae.jpg,1920,1088,panda,1451,508,1619,669
dfghg-71-_png.rf.742dd4f3b078add71f277c8e5891c8ae.jpg,1920,1088,panda,1145,415,1426,691
dfghg-71-_png.rf.742dd4f3b078add71f277c8e5891c8ae.jpg,1920,1088,panda,369,783,498,933
IMG_7656_png.rf.7480372450ad432431343197dad3d647.jpg,2532,1170,panda,365,155,2216,1056
IMG_8448_PNG.rf.741f0fc864f762a69ab620ee90ac3a7c.jpg,2532,1170,polar-bear,573,341,1705,1166
Screenshot-924-_png.rf.74bd3eb52acfa9a7697f7ff25074b4dd.jpg,1920,1080,eagle,513,398,1308,914
cvb-35-_png.rf.74ebc5acffe6721d14b38c942ac30617.jpg,1920,1088,panda,671,341,882,716
v-87-_png.rf.749494edc7f5c2ab64bc406fa8c94783.jpg,1920,1080,eagle,541,268,681,392
v-87-_png.rf.749494edc7f5c2ab64bc406fa8c94783.jpg,1920,1080,eagle,1605,796,1743,885
Screenshot-1061-_png.rf.74f84a2eedbcfe287ef41e859753c14d.jpg,1920,1080,eagle,133,222,1505,1078
IMG_8440_PNG.rf.75a994d19a674677709852303520276e.jpg,2532,1170,polar-bear,665,516,1511,837
Screenshot-1204-_png.rf.74f22161e7a15a05de605aa61e8daa3b.jpg,1920,1080,panda,606,242,1671,716
polar_bear17_jpg.rf.756ec25667762d8964cd92fb1e02101a.jpg,976,549,polar-bear,285,179,384,304
polar_bear17_jpg.rf.756ec25667762d8964cd92fb1e02101a.jpg,976,549,polar-bear,513,58,858,284
IMG_8748_PNG.rf.749ad8b8a9f0a885c9b9fd0c24f03bd7.jpg,2532,1170,polar-bear,226,210,2199,1018
IMG_8538_PNG.rf.756d9963e85e3e39e06f3060174c7819.jpg,2532,1170,polar-bear,1049,196,1593,819
IMG_8538_PNG.rf.756d9963e85e3e39e06f3060174c7819.jpg,2532,1170,polar-bear,1173,566,1335,806
IMG_8538_PNG.rf.756d9963e85e3e39e06f3060174c7819.jpg,2532,1170,polar-bear,1342,577,1597,792
IMG_7636_png.rf.7526c17f76db2fae215ff8358082d405.jpg,2532,1170,panda,955,337,1468,873

fguuhg-126-_png.rf.75a1ca3c57fd70b30751af8812cb9ef9.jpg,1920,1088,panda,839,487,1228,828
fguuhg-126-_png.rf.75a1ca3c57fd70b30751af8812cb9ef9.jpg,1920,1088,panda,1686,111,1920,801
IMG_8694_PNG.rf.754a16baea1f568a6e4e701f1676fe8c.jpg,2532,1170,polar-bear,1252,578,1402,729
Screenshot-938-_png.rf.7541f5b1d0dcc5621cb2b072e4f49380.jpg,1920,1080,eagle,505,0,1388,771
cvb-227-_png.rf.7679dd6c217bfc1f32e21b0dc603f017.jpg,1920,1088,panda,916,318,1303,658
cvb-227-_png.rf.7679dd6c217bfc1f32e21b0dc603f017.jpg,1920,1088,panda,1197,628,1551,993
IMG_9696_PNG.rf.75fa27c1ff0018702d7f2a1a34d2ab13.jpg,2532,1170,polar-bear,248,488,2157,773
IMG_9468_PNG.rf.759ae6bccb574ef90c3b160ebb8a8695.jpg,2532,1170,panda,1143,245,1613,626
ghk-9-_png.rf.75d74d7ed71186f3f90a0c22b2922ddd.jpg,1280,720,eagle,506,483,787,693
trert-10-_png.rf.76309a9f260269f67ef950be1c27a5dd.jpg,864,480,polar-bear,516,138,620,275
IMG_8383_PNG.rf.765ee9b7734e913b57ba41d7a7e3846e.jpg,2532,1170,polar-bear,974,542,1559,916
IMG_8383_PNG.rf.765ee9b7734e913b57ba41d7a7e3846e.jpg,2532,1170,polar-bear,950,442,1331,648
vv-108-_png.rf.769540417d73a670f82ebf54ae86861e.jpg,1920,1080,eagle,417,354,1401,868
vvv-145-_png.rf.7698b606dcdb76f85f2d15cfd780a2bd.jpg,1920,1080,eagle,107,93,1658,1080
IMG_7711_png.rf.76745455746e405a1349be02ac6a4543.jpg,2532,1170,panda,963,235,1863,1113
Screenshot-908-_png.rf.76aeef9310630cd0786316cbae0d4906.jpg,1920,1080,eagle,283,168,1013,378
Screenshot-908-_png.rf.76aeef9310630cd0786316cbae0d4906.jpg,1920,1080,eagle,646,386,1403,918
dd-69-_PNG.rf.765670d3d20f0efb613af0bdc5f06838.jpg,2532,1170,polar-bear,233,150,1054,999
vvv-142-_png.rf.750967db8c0d98b1a60ef169621db2cc.jpg,1920,1080,eagle,186,134,1383,1080
asdfghjk-25-_png.rf.76be55150b60ce42d73f825211ad4e2d.jpg,1920,1088,polar-bear,514,123,1781,1085
IMG_8669_PNG.rf.76e5593e50b4d1e09ef8315f496097b9.jpg,2532,1170,polar-bear,1232,538,2231,978
sggf-106-_png.rf.778e42f9cf2b112200cc09b4cf301d2f.jpg,864,480,polar-bear,60,133,144,189
Screenshot-869-_png.rf.77412bc69382f7313738482dc4eca669.jpg,1920,1080,eagle,503,8,1511,612
vv-101-_png.rf.77191f1ad835044a1c3085407453f262.jpg,1920,1080,eagle,387,341,1386,838
v-129-_png.rf.778e7b7d74c0cfd6a73ef0a447d76d28.jpg,1920,1080,eagle,818,328,1769,838
wewe-108-_png.rf.77883c608b1927c57e47d99b4196db2a.jpg,1920,1088,panda,69,515,656,848
IMG_8974_PNG.rf.76e5ab1e28bd47d5952b043b4d7fe9db.jpg,2532,1170,panda,776,180,2045,1031
IMG_9458_PNG.rf.76fb0d921b2eb0909eff26014348873b.jpg,2532,1170,panda,1106,465,1793,1005
IMG_9458_PNG.rf.76fb0d921b2eb0909eff26014348873b.jpg,2532,1170,panda,450,295,1076,1001
IMG_9458_PNG.rf.76fb0d921b2eb0909eff26014348873b.jpg,2532,1170,panda,680,645,1087,980
trert-14-_png.rf.77484ee0454a8c5930c586ae7bfd637c.jpg,864,480,polar-bear,532,155,659,278
vv-183-_png.rf.7868af1256e6c0088db2eec401fa85f7.jpg,1920,1080,eagle,383,316,1428,831
v-113-_png.rf.77ada084589a668fd4e01eb6d1d2d5d7.jpg,1920,1080,eagle,5,124,1319,990
IMG_8361_PNG.rf.77e93789417b5459d67bd2a533196edb.jpg,2532,1170,polar-bear,914,573,1220,787
IMG_8361_PNG.rf.77e93789417b5459d67bd2a533196edb.jpg,2532,1170,polar-bear,1438,674,1730,876
IMG_8361_PNG.rf.77e93789417b5459d67bd2a533196edb.jpg,2532,1170,polar-bear,1491,476,1639,687
vvv-60-_png.rf.78b7fc4d5b21d6c09745be9ca11c3f85.jpg,1920,1080,eagle,0,170,1408,1003
IMG_8511_PNG.rf.7880eb0b9123cc6f4bf5e8b03253588f.jpg,2532,1170,polar-bear,576,261,1982,1120
IMG_7713_png.rf.778a7825e87dfe7efd5c00c11015a9e1.jpg,2532,1170,panda,1135,287,1728,863
IMG_7560_png.rf.78b0a1e3f077a452e5b17774d08da9de.jpg,2532,1170,panda,703,0,1208,776
IMG_7560_png.rf.78b0a1e3f077a452e5b17774d08da9de.jpg,2532,1170,panda,1295,566,2173,1081
vvv-233-_png.rf.78a3b489d05b6f810eb59527bfb5df33.jpg,1920,1080,eagle,653,0,1253,646
cvb-217-_png.rf.78d021cb5ed1ba3c831c3e99d54b5674.jpg,1920,1088,panda,796,608,1145,966
wewe-316-_png.rf.78847b840a53dc8575428893c66c0842.jpg,1920,1088,panda,709,295,1488,896
vv-124-_png.rf.78c57d2f0f8e12039e914b6e78ebbfcb.jpg,1920,1080,eagle,383,230,1895,853
Screenshot-1097-_png.rf.78721c9361397455020fae87f6be92cc.jpg,1920,1080,eagle,505,490,870,751
IMG_7549_png.rf.77e0e639ab1cd4a9f88959b549f8bf50.jpg,2532,1170,panda,1121,443,1493,899
IMG_7549_png.rf.77e0e639ab1cd4a9f88959b549f8bf50.jpg,2532,1170,panda,1283,698,1923,1083
IMG_8580_PNG.rf.78da53fc3d3982a84a23efecf5bcd51a.jpg,2532,1170,polar-bear,732,521,1235,920
IMG_8580_PNG.rf.78da53fc3d3982a84a23efecf5bcd51a.jpg,2532,1170,polar-bear,908,307,1265,915
dd-37-_PNG.rf.7717257198abdfedae7ee33be34f6a84.jpg,2532,1170,polar-bear,388,346,2085,1013
eyey-13-_png.rf.78eeabb5990dbed60ff3260809cde12c.jpg,864,480,polar-bear,247,162,474,295
Screenshot-1014-_png.rf.787eae07a514e57aa39e278d49db1b53.jpg,1920,1080,eagle,123,588,1205,952
IMG_9606_PNG.rf.76cf97af156d8ed6350876fef641e288.jpg,2532,1170,polar-bear,388,573,700,943
IMG_9606_PNG.rf.76cf97af156d8ed6350876fef641e288.jpg,2532,1170,polar-bear,858,536,1230,1005
IMG_9606_PNG.rf.76cf97af156d8ed6350876fef641e288.jpg,2532,1170,polar-bear,1438,237,1795,1015
IMG_8575_PNG.rf.78f37195c082933a51913619b2a50bf3.jpg,2532,1170,polar-bear,227,694,514,792
IMG_8575_PNG.rf.78f37195c082933a51913619b2a50bf3.jpg,2532,1170,polar-bear,1096,655,1623,773
Screenshot-984-_png.rf.78f44f054158f87bc990b6243e76ea03.jpg,1920,1080,eagle,348,416,1553,1028
IMG_9520_PNG.rf.78f03001541f40f955f263b88e816e7b.jpg,2532,1170,panda,1088,555,1367,876
IMG_9520_PNG.rf.78f03001541f40f955f263b88e816e7b.jpg,2532,1170,panda,1398,431,1889,729
IMG_9746_PNG.rf.7967d8f37126dffbecfef58decb24ed5.jpg,2532,1170,polar-bear,1383,453,1833,739
v-143-_png.rf.794a116101c96c5b7f991f79c0074116.jpg,1920,1080,eagle,426,348,1415,896
trert-30-_png.rf.7ac873a9bdb7bb38fbfe8104dabe7dc4.jpg,864,480,polar-bear,234,118,696,315
IMG_9701_PNG.rf.7ab58bc80cc6d6b6d0aa8346796045c2.jpg,2532,1170,polar-bear,513,401,1417,861
IMG_9701_PNG.rf.7ab58bc80cc6d6b6d0aa8346796045c2.jpg,2532,1170,polar-bear,1671,563,2037,823
IMG_8629_PNG.rf.794d01d22aa337cdb4ae52b971c317df.jpg,2532,1170,polar-bear,1093,143,2101,946
IMG_7603_png.rf.7946c9891c0baba16cb54c01e8bb3b7b.jpg,2532,1170,panda,829,0,1733,1063
Screenshot-1024-_png.rf.79398c53dca7b0b1559275b330345bb1.jpg,1920,1080,eagle,515,528,628,690
Screenshot-1024-_png.rf.79398c53dca7b0b1559275b330345bb1.jpg,1920,1080,eagle,695,446,798,632
Screenshot-1024-_png.rf.79398c53dca7b0b1559275b330345bb1.jpg,1920,1080,eagle,1013,391,1111,550
Screenshot-1024-_png.rf.79398c53dca7b0b1559275b330345bb1.jpg,1920,1080,eagle,1411,323,1516,496
IMG_9416_PNG.rf.7a5ca0c6575c42d8643db1a119f3e3af.jpg,2532,1170,panda,255,0,2303,1163
oiuyio-48-_png.rf.79f22118c0ae21c55efac057ed9ac492.jpg,864,480,polar-bear,267,25,340,172
vvv-144-_png.rf.797b088427b0a7cbbd3e8d454ff581ba.jpg,1920,1080,eagle,173,138,1515,1080
fguuhg-116-_png.rf.79af6316d7e7f395a20db28933ccd946.jpg,1920,1088,panda,891,241,1419,965
vvv-117-_png.rf.7a6b42100c25dc9e0dc5980b5ae759fd.jpg,1920,1080,eagle,806,448,1111,618
vvv-117-_png.rf.7a6b42100c25dc9e0dc5980b5ae759fd.jpg,1920,1080,eagle,483,376,683,614
wewe-381-_png.rf.796e2df89ccf25c959bb6edc2dd7709c.jpg,1920,1088,panda,480,419,817,662
IMG_7590_png.rf.7ad369498b284b5beaa001c392685975.jpg,2532,1170,panda,1103,289,1871,613
IMG_9686_PNG.rf.79ca708cacf99179350c80d252877dc5.jpg,2532,1170,polar-bear,968,201,1611,929
polar_bear30_jpg.rf.79e21b9fa2a43746854f8c8afc90b1a6.jpg,750,563,polar-bear,137,139,740,391
polar_bear30_jpg.rf.79e21b9fa2a43746854f8c8afc90b1a6.jpg,750,563,polar-bear,269,56,488,417
polar_bear30_jpg.rf.79e21b9fa2a43746854f8c8afc90b1a6.jpg,750,563,polar-bear,0,250,125,384
v-17-_png.rf.7ab0ef97bc6946e9586289dbd71ce006.jpg,1920,1080,eagle,349,394,1326,968

vvv-165-_png.rf.7a6a67cb88cbee68e81a4009773f9045.jpg,1920,1080,eagle,1301,15,1920,588
vvv-165-_png.rf.7a6a67cb88cbee68e81a4009773f9045.jpg,1920,1080,eagle,0,28,1251,1062
polar_bear38_jpg.rf.7a9cdd716f204e96e170a933dc73b736.jpg,720,1280,polar-bear,61,334,720,1181
IMG_8654_PNG.rf.7a0831aae4d8a1921a092e567c022200.jpg,2532,1170,polar-bear,483,611,774,928
IMG_8654_PNG.rf.7a0831aae4d8a1921a092e567c022200.jpg,2532,1170,polar-bear,671,619,1037,921
vv-155-_png.rf.7a0fd5e56dba54226c77fb6c59cbeee8.jpg,1920,1080,eagle,438,340,1431,860
erty-21-_png.rf.0090e809949882822cdd81a94316d035.jpg,1920,1088,panda,493,193,1391,759
vv-64-_png.rf.00180b29ef2bfddce7ffac135a921cb6.jpg,1920,1080,eagle,528,208,1920,850
vvv-229-_png.rf.00cca16543ca9869782c316bedabcfb1.jpg,1920,1080,eagle,843,486,1445,918
ghk-28-_png.rf.0040502342797202fa641ad12bb6342c.jpg,1280,720,eagle,162,139,672,616
IMG_9198_PNG.rf.011e0b29227acfd07da02f6dbb580a60.jpg,2532,1170,polar-bear,256,375,380,527
IMG_9198_PNG.rf.011e0b29227acfd07da02f6dbb580a60.jpg,2532,1170,polar-bear,1483,443,1681,729
IMG_9415_PNG.rf.00abcef2b9fd1e92571f5ecc8719a75d.jpg,2532,1170,panda,393,0,2243,1163
Screenshot-1112-_png.rf.0149bc62afb09e97977f97079217bb7c.jpg,1920,1080,eagle,1185,276,1337,482
IMG_9296_PNG.rf.0072c46ab735ce5ea323eac646e72b31.jpg,2532,1170,polar-bear,1540,495,1769,655
vvv-100-_png.rf.01072251630403d08e2b3e4c96e75420.jpg,1920,1080,eagle,776,376,1143,706
IMG_7679_png.rf.0121ce29984cae2b168d4192024c1759.jpg,2532,1170,panda,575,35,1796,1150
polar_bear16_jpg.rf.00616d795b86d44df0bd25a7ffd38e07.jpg,1200,675,polar-bear,106,12,990,670
Screenshot-1103-_png.rf.006358a2ef5b7c2c30444110f1f9d000.jpg,1920,1080,eagle,303,296,851,621
Screenshot-1103-_png.rf.006358a2ef5b7c2c30444110f1f9d000.jpg,1920,1080,eagle,1209,400,1450,758
vvv-239-_png.rf.01b65286f2d8996f84ba324ec57cbcfb.jpg,1920,1080,eagle,795,186,1095,632
trert-22-_png.rf.02068f90eb08ae0bf0333cdb9e2c0b19.jpg,864,480,polar-bear,195,117,696,314
scene10601_png.rf.01ef57060a63e679ea6e3c2962f4ada6.jpg,1280,720,panda,713,106,780,207
Screenshot-828-_png.rf.017d9d27e44bf588cae0c1fdab97d83e.jpg,1920,1080,eagle,693,424,1126,868
IMG_8554_PNG.rf.016892ea27b0e45af750b6e386b4f62a.jpg,2532,1170,polar-bear,890,455,2069,1040
IMG_8554_PNG.rf.016892ea27b0e45af750b6e386b4f62a.jpg,2532,1170,polar-bear,1121,467,1315,595
IMG_8554_PNG.rf.016892ea27b0e45af750b6e386b4f62a.jpg,2532,1170,polar-bear,1351,421,1540,494
etrew-177-_png.rf.017ca952a5fa88c79b36aec148f8db72.jpg,864,480,polar-bear,295,66,491,193
IMG_9358_PNG.rf.000a185b6cae2f53edc8310d68bd2180.jpg,2532,1170,panda,853,131,1633,913
IMG_9443_PNG.rf.01660c2c5fe97825a2056cc445b53c06.jpg,2532,1170,panda,1045,393,1340,783
IMG_9357_PNG.rf.01aa3516da0fda25e10070f7f1fb4de3.jpg,2532,1170,panda,901,233,1493,843
IMG_7664_png.rf.0014bb702553d230faf3815161079bb4.jpg,2532,1170,panda,437,475,848,771
IMG_7664_png.rf.0014bb702553d230faf3815161079bb4.jpg,2532,1170,panda,1368,529,1859,803
IMG_7664_png.rf.0014bb702553d230faf3815161079bb4.jpg,2532,1170,panda,1003,345,1303,811
Screenshot-1245-_png.rf.018c8dc338b95d2c38e296e5595b8376.jpg,1920,1080,panda,743,73,1279,580
IMG_8403_PNG.rf.00168fca4518a4eb7817d5709db11938.jpg,2532,1170,polar-bear,225,230,1389,1081
ytre-14-_png.rf.00f2a358e1fdb1ef85bacd9a1d4bc7d2.jpg,1920,1088,eagle,655,611,981,848
ytre-14-_png.rf.00f2a358e1fdb1ef85bacd9a1d4bc7d2.jpg,1920,1088,eagle,187,457,528,688
polar_bear80_jpg.rf.02c50a790c7b3ced5c5d3018a443ed38.jpg,1200,800,polar-bear,358,318,638,631
polar_bear80_jpg.rf.02c50a790c7b3ced5c5d3018a443ed38.jpg,1200,800,polar-bear,420,523,518,616
polar_bear80_jpg.rf.02c50a790c7b3ced5c5d3018a443ed38.jpg,1200,800,polar-bear,422,462,500,535
Screenshot-884-_png.rf.0293ced8a16b0f9770180338000611b2.jpg,1920,1080,eagle,759,126,1186,756
Screenshot-884-_png.rf.0293ced8a16b0f9770180338000611b2.jpg,1920,1080,eagle,1246,81,1920,488
dfghg-91-_png.rf.021faec20c108f2e6bb20e497252df57.jpg,1920,1088,panda,1021,313,1273,759
dfghg-91-_png.rf.021faec20c108f2e6bb20e497252df57.jpg,1920,1088,panda,461,599,606,728
dfghg-91-_png.rf.021faec20c108f2e6bb20e497252df57.jpg,1920,1088,panda,958,0,1125,105
v-90-_png.rf.0287f788d990e358e07bebce7efdbf8e.jpg,1920,1080,eagle,535,480,766,696
v-90-_png.rf.0287f788d990e358e07bebce7efdbf8e.jpg,1920,1080,eagle,1051,591,1317,792
IMG_9674_PNG.rf.028f081486bd0c245c1efb40132e872c.jpg,2532,1170,polar-bear,398,668,626,901
IMG_9674_PNG.rf.028f081486bd0c245c1efb40132e872c.jpg,2532,1170,polar-bear,1483,606,1857,751
panda-17-_png.rf.0278d45121b94f38fac7e20a1c7478a7.jpg,1920,1088,panda,895,239,1271,490
eyey-53-_png.rf.02e962eeac9daaaacea60b1b73fdaef0.jpg,864,480,polar-bear,338,168,390,264
vvv-242-_png.rf.02e4e269c2e5bebab7277a939500710c.jpg,1920,1080,eagle,1056,333,1381,792
IMG_8356_PNG.rf.03551bf4595ebe69325ffa35b6c51156.jpg,2532,1170,polar-bear,377,703,632,845
IMG_8356_PNG.rf.03551bf4595ebe69325ffa35b6c51156.jpg,2532,1170,polar-bear,1802,580,2032,700
vv-41-_png.rf.02f02201b6737a0c5d807709ec3f0f80.jpg,1920,1080,eagle,441,378,1356,826
IMG_9404_PNG.rf.02e601c1ac1cbf3fd3bca05a034beadd.jpg,2532,1170,panda,1471,475,1823,858
vvv-114-_png.rf.02d7d26c9c8b3781688c67c9eab589ab.jpg,1920,1080,eagle,838,338,1187,592
vvv-114-_png.rf.02d7d26c9c8b3781688c67c9eab589ab.jpg,1920,1080,eagle,527,376,728,614
Screenshot-962-_png.rf.0265c87b70ef6f41dbffb0e99466978b.jpg,1920,1080,eagle,147,214,1641,946
polar_bear84_jpg.rf.031adc86b2e7173c07c8eaf5994be272.jpg,1000,666,polar-bear,395,242,586,408
etrew-169-_png.rf.031ffaa91e661964692fb98a1e458cff.jpg,864,480,polar-bear,309,169,487,300
IMG_9689_PNG.rf.029c18ffa5efb1df435f14109e6da858.jpg,2532,1170,polar-bear,278,101,1437,1170
vv-40-_png.rf.03613bf7af4d0f14eee09ff5288bbad9.jpg,1920,1080,eagle,388,378,1357,831
dd-48-_PNG.rf.0406932f0ae81254f98c3a19bf11f83b.jpg,2532,1170,polar-bear,973,344,1775,757
asdfghjk-15-_png.rf.03baf72e3357668952250a8024fa22a6.jpg,1920,1088,polar-bear,747,332,1261,817
wewe-242-_png.rf.03c89fda387d5bf41c9a6eedff303f0b.jpg,1920,1088,panda,925,227,1201,421
IMG_9465_PNG.rf.04229b199cff816a7db8fb299ba99f59.jpg,2532,1170,panda,1067,323,1951,1073
vv-177-_png.rf.03841513016a7b247240b15f160b2404.jpg,1920,1080,eagle,423,362,1496,841
Screenshot-1013-_png.rf.039ead79119a4259e1db2db08c0c9bbb.jpg,1920,1080,eagle,139,550,1185,942
vvv-64-_png.rf.03d37ae782591c7f458d7504bccb8a95.jpg,1920,1080,eagle,0,0,1438,981
IMG_8357_PNG.rf.038d0be5747df283b44bd1711f24b6a7.jpg,2532,1170,polar-bear,1429,621,1571,707
IMG_8357_PNG.rf.038d0be5747df283b44bd1711f24b6a7.jpg,2532,1170,polar-bear,612,694,777,790
fguuhg-212-_png.rf.0407b5518ec3b5c4f7e0bbc678f41efd.jpg,1920,1088,panda,701,588,833,811
fguuhg-212-_png.rf.0407b5518ec3b5c4f7e0bbc678f41efd.jpg,1920,1088,panda,856,535,1185,828
Screenshot-1101-_png.rf.037fb4d3f4f99ae3602c6949f83b1015.jpg,1920,1080,eagle,727,306,1355,668
Screenshot-1248-_png.rf.05215bb90d1329d55d678b892847a2b5.jpg,1920,1080,panda,143,6,1920,1080
IMG_9757_PNG.rf.04d11b24cce767edf5cc15df559f215c.jpg,2532,1170,polar-bear,1403,506,1753,799
IMG_7571_png.rf.03952de8d011c510ed35d7458cdcc952.jpg,2532,1170,panda,931,287,1620,811
fguuhg-102-_png.rf.04bc33cfa3cbdcd19f59fb2101641934.jpg,1920,1088,panda,833,161,1586,823
vv-63-_png.rf.03c4d4cfb0dfb77a8c994ffa65fd2a38.jpg,1920,1080,eagle,325,340,1916,836
